Track_ID,Vibration_Level,Strain_Gauge,Ultrasonic_Reading,Crack_Severity,Manual_Inspection,Crack_Present,Latitude,Longitude,Section_ID
1,3.745401188473625,86.49991554949852,54.94560206022082,0.7415552031175953,1,1,25.591615580868353,85.12259507944226,A0
2,9.50714306409916,59.22559977993558,44.7408887581029,0.8811018750963169,0,1,25.590539432991278,85.13079451811954,A1
3,7.319939418114051,67.33198471849431,46.3179612486108,0.46317987537900096,1,1,25.587020738992067,85.13230772654792,A2
4,5.986584841970366,83.16403184289092,49.03355640904609,0.2891787316734076,1,1,25.589864253157923,85.13015410542316,A3
5,1.5601864044243652,74.10446722622399,50.18266671824742,0.3188465743554615,1,1,25.587301932708986,85.13035194431131,A4
6,1.5599452033620265,86.92855193174469,52.113090460527204,0.6969482583643939,0,0,25.593158626709563,85.12324767707743,A5
7,0.5808361216819946,98.06039506114298,52.77300144817472,0.5675580339914962,0,0,25.596700593013207,85.13197149134079,A6
8,8.661761457749352,55.827334385759876,62.7858172743768,0.48649413097725713,0,0,25.59573788873684,85.13953562692905,A7
9,6.011150117432088,85.47838581990305,65.47865954130206,0.20277407877617404,0,0,25.58681384846744,85.13951638912543,A8
10,7.080725777960454,61.51720778160573,55.4439604063178,0.8754556874989033,0,1,25.59018838987698,85.12698288309603,A9
11,0.20584494295802447,70.72383637037846,85.3648209960364,0.7810204475074061,0,1,25.580213125987022,85.13456899945207,A10
12,9.699098521619943,51.64313628975699,67.65698616694773,0.1406386017392296,1,1,25.597405562784488,85.12883143727989,A11
13,8.324426408004218,56.795369114634944,79.37384640167033,0.36738845460213665,0,0,25.58490791651704,85.12275520165431,A12
14,2.1233911067827616,65.98886445244499,86.21189162104217,0.5421320936388914,0,0,25.588821829882857,85.1348075889101,A13
15,1.8182496720710062,67.09929026439924,48.15675572879026,0.45433862277153203,1,1,25.58305100890038,85.12688084144808,A14
16,1.8340450985343382,94.9792608231048,61.39372418578172,0.3977958387377384,1,1,25.593562171448458,85.13521857076768,A15
17,3.0424224295953772,87.09064546332576,61.66052008573044,0.7188318975605293,1,1,25.59090595313381,85.1275875338579,A16
18,5.247564316322379,98.60914840935206,57.72361252191771,0.05450350423783745,0,0,25.587295795119747,85.12350029170604,A17
19,4.319450186421157,79.95357551676203,40.445293327582,0.4714103391259419,0,0,25.59070387288499,85.1370604059249,A18
20,2.9122914019804194,62.0856866045659,80.79860538890475,0.2621816903896014,0,0,25.583374731750542,85.12103726366509,A19
21,6.118528947223795,66.38275149608214,45.57796607769514,0.08461838523475895,0,0,25.595512768642926,85.12731143580054,A20
22,1.3949386065204183,65.99179616459836,89.77402989608794,0.46488715800296554,0,0,25.585319182948925,85.1334507751489,A21
23,2.9214464853521815,66.32471638316258,78.64792459555909,0.17136869107056873,1,1,25.592300491397832,85.13772727047134,A22
24,3.663618432936917,83.64820865559079,69.00050088032572,0.25822428189020863,0,0,25.597988000753165,85.12322211573908,A23
25,4.56069984217036,76.5403964045208,47.73032088707987,0.5070087295100759,0,0,25.580771712168918,85.12192109731625,A24
26,7.851759613930136,69.27120890433221,65.76964856966235,0.9737089799328215,0,1,25.587750678859056,85.12604275502727,A25
27,1.9967378215835974,57.45448843643583,53.055437042890446,0.6842550068035559,0,0,25.582698355193614,85.12512380413351,A26
28,5.142344384136116,51.10695814710729,52.61612622715347,0.27962179815682475,0,0,25.598173154207103,85.13388486482579,A27
29,5.924145688620425,60.94173387938463,81.47646246912427,0.3824060525753765,0,0,25.587201548890008,85.12475332415806,A28
30,0.46450412719997725,55.37357019843407,59.03222119797174,0.40613315232097724,0,0,25.58426681853329,85.1324795056554,A29
31,6.075448519014383,89.27225154261197,62.536190169540205,0.15363762334437714,0,0,25.593529531513727,85.13312013083976,A30
32,1.7052412368729153,55.62489789069427,82.14823688900591,0.16065418885968075,0,0,25.590863855748513,85.13611168565531,A31
33,0.6505159298527952,86.2114118653418,44.38953128594213,0.1483947234873645,0,0,25.596338733634823,85.13206846400168,A32
34,9.488855372533333,69.28293448880413,69.73089265455248,0.5216641377369169,0,0,25.595061363174455,85.13841966289107,A33
35,9.656320330745594,53.6689194871888,68.91078406865189,0.6741860867397083,0,0,25.599493397059057,85.13384193273976,A34
36,8.08397348116461,90.63650247157929,61.26072846333376,0.5907206846108266,0,0,25.581810646143985,85.124848862345,A35
37,3.0461376917337066,78.98152851183067,81.48873207120465,0.9777671854533485,0,1,25.58160545536713,85.13879732450445,A36
38,0.9767211400638387,61.78807564317865,87.14450306678464,0.12587457225765186,1,1,25.598147213970254,85.12379960433857,A37
39,6.842330265121569,94.7340587166334,63.26679309568054,0.9864744063027552,0,1,25.59911464447866,85.1237199175504,A38
40,4.4015249373960135,52.262915693527574,62.80735254991998,0.4666739338878919,0,0,25.5881326869187,85.13484572872107,A39
41,1.2203823484477883,60.09098040988815,65.10318648353723,0.21863278777713768,0,0,25.589117396593462,85.13038012446745,A40
42,4.951769101112702,87.60234639029305,76.15620154165308,0.9432808260057571,0,1,25.58737396571878,85.12320060759181,A41
43,0.34388521115218396,85.46889651549446,73.40301453494811,0.4686133101445926,0,0,25.5955537375016,85.1222786522941,A42
44,9.093204020787821,64.4635846862239,51.141747460344355,0.3473469552105204,0,0,25.595415732375535,85.123387921783,A43
45,2.587799816000169,53.101243767639154,43.194767429967165,0.21381010381795662,0,0,25.584408393230156,85.13852933204356,A44
46,6.62522284353982,92.90390361124719,87.46270649083947,0.26787545111580213,1,1,25.587677882597266,85.13172960418925,A45
47,3.1171107608941098,65.68488190349512,53.05348798668521,0.9792195102272193,1,1,25.584248733540733,85.13458321321518,A46
48,5.200680211778108,59.78567074641326,71.92983423452958,0.3039734399047743,1,1,25.580932482900142,85.12256036887287,A47
49,5.4671027934327965,75.80309111804885,81.42190013718613,0.9778059237596051,1,1,25.58112242928128,85.12758599182014,A48
50,1.8485445552552704,95.51135996412236,55.013837527359314,0.33021498661208715,1,1,25.58293646248641,85.13113896039842,A49
51,9.695846277645586,52.17732889216877,71.77167068284643,0.23141846558856194,1,1,25.580597640703548,85.13019503556592,A50
52,7.7513282336111455,88.29020440154439,45.395012057461244,0.1833641829018473,0,0,25.588463504125524,85.12745163042271,A51
53,9.394989415641891,78.62366139693545,88.49657221878303,0.41185450527399703,0,0,25.58128039020741,85.12191538349309,A52
54,8.948273504276488,71.27245582759085,42.90791375253129,0.2368064485350272,0,0,25.5969482278325,85.1336575283994,A53
55,5.978999788110851,87.20402220525301,61.90873369204881,0.6969379638270531,1,1,25.594241639547935,85.13195858686228,A54
56,9.218742350231167,98.29122122208162,66.84096210300116,0.23977173536397844,0,0,25.595672856863665,85.12840981029065,A55
57,0.884925020519195,61.46031055813455,79.5240889331682,0.8353968449978691,0,1,25.59234960236379,85.13854033969965,A56
58,1.959828624191452,57.18236825360598,46.056425853621064,0.8340112584881669,0,1,25.59327754663682,85.13512084607328,A57
59,0.45227288910538066,95.64408726113484,62.04039869275883,0.28552637404806613,1,1,25.582268200675564,85.12729654083498,A58
60,3.2533033076326436,83.44765387286517,54.985578477172616,0.7535401304868298,1,1,25.58116335297067,85.12105588384085,A59
61,3.8867728968948203,71.89930107809829,55.600535784667,0.8575458759794533,0,1,25.59978428224394,85.13600779886755,A60
62,2.713490317738959,78.66297851321416,78.93939580326254,0.5901328439371466,0,0,25.587458987232882,85.12880251692545,A61
63,8.287375091519294,87.2806952588122,40.273047251591656,0.3663324108640549,1,1,25.581025400384775,85.12944467458584,A62
64,3.567533266935893,88.65159493528586,77.45418206679831,0.4409671867126791,0,0,25.583192919841284,85.1317470501102,A63
65,2.8093450968738076,95.99470904094824,80.51992150615531,0.7862288650347818,0,1,25.59748411993833,85.13320929616195,A64
66,5.426960831582485,71.34213944478114,85.06811219210346,0.29331746399681413,1,1,25.584115973532544,85.13217280102046,A65
67,1.4092422497476265,64.67054550096975,71.34409016152418,0.334462334376194,0,0,25.58934084142543,85.12562724313828,A66
68,8.021969807540398,81.9832133394921,56.67276641361206,0.1607843362578507,0,0,25.59334948371996,85.12355803490762,A67
69,0.7455064367977082,70.78639496397652,61.361736627443534,0.3990524030130026,0,0,25.599317355408118,85.12056086612867,A68
70,9.868869366005173,79.7299226974489,88.48680411437147,0.08651513224948593,0,0,25.580281849976448,85.12026133266217,A69
71,7.722447692966574,70.99928992279752,84.0593413217926,0.3210344409891115,1,1,25.58975165259996,85.1377771076501,A70
72,1.987156815341724,57.64978933390872,63.176295454972106,0.37347938094785704,0,0,25.599920636806736,85.13989077201627,A71
73,0.05522117123602399,73.47133758294792,87.15315035554612,0.2554791324241321,0,0,25.582434440462517,85.12715288127819,A72
74,8.154614284548341,84.54589109705164,81.14774377032295,0.10135811913498816,0,0,25.582474339405163,85.12426044943314,A73
75,7.068573438476172,89.96419038338249,85.05449308298974,0.5216672425615551,0,0,25.58174084631305,85.12798707990608,A74
76,7.2900716804098735,74.66631383982734,74.14886172879605,0.8650811697554708,0,1,25.590156880745628,85.12206497336916,A75
77,7.712703466859457,58.261894510520044,82.88270217309974,0.33564474580047043,0,0,25.586968223949345,85.13259434457451,A76
78,0.7404465173409036,70.73438548247158,84.58830706671628,0.2368015714201387,0,0,25.594325081127593,85.12450023586655,A77
79,3.5846572854427263,89.31469644208491,44.60082922703357,0.2850382176905034,1,1,25.59142593327511,85.12634847025876,A78
80,1.1586905952512971,70.64296353085365,88.26084883303292,0.8618871813042368,1,1,25.59161679992183,85.13710897835371,A79
81,8.631034258755935,84.82653968021111,56.68065493820316,0.5278075896077976,0,0,25.590221181439833,85.131381960314,A80
82,6.232981268275579,75.36068408390449,61.99497547916777,0.13079035127077476,0,0,25.59984129808758,85.12269637635247,A81
83,3.308980248526492,62.06115625546983,79.59518795964077,0.7092216490554625,0,1,25.59078098078122,85.12191046570764,A82
84,0.6355835028602363,89.80752540115373,73.24481527862488,0.15436893323344947,0,0,25.58144726054008,85.13308370996405,A83
85,3.109823217156622,54.21067270353435,84.65299562180286,0.06024440294223665,1,1,25.58644389276221,85.12325319720274,A84
86,3.2518332202674705,76.24451413775753,60.02868753883861,0.25568487649791727,1,1,25.595613547815667,85.12393606241625,A85
87,7.29606178338064,60.444551712170245,58.66440818380793,0.16809017951676586,0,0,25.592569103929698,85.13203573335657,A86
88,6.3755747135521315,53.35328142706878,41.584442477065984,0.6049974743746681,0,0,25.593678954880925,85.13821152673799,A87
89,8.872127425763265,75.14669685416244,63.1362688334829,0.48456640734004186,0,0,25.598436124588837,85.13082843563339,A88
90,4.722149251619493,74.97810779674617,76.20353851645544,0.7240645504928672,1,1,25.588875605755895,85.12936633372544,A89
91,1.195942459383017,85.34504508378603,55.0589358813108,0.5115710502602459,1,1,25.580390441008294,85.13717351198346,A90
92,7.13244787222995,87.23753465259524,63.13632568369207,0.41900593520938767,0,0,25.599801800070207,85.12587020479455,A91
93,7.607850486168974,86.38957443464484,50.9698884242639,0.526218690437743,1,1,25.589091555295354,85.12069160790794,A92
94,5.612771975694963,70.47793664583776,78.63939029357303,0.43448611308777785,0,0,25.581952232500083,85.13115375396886,A93
95,7.70967179954561,81.58448936132812,43.02557806705735,0.03708689391403952,0,0,25.59097168207318,85.12263791049584,A94
96,4.937955963643907,78.84726213219801,75.26915275002492,0.68069911299624,0,0,25.59180406351302,85.12121164089143,A95
97,5.227328293819941,71.07808780584598,58.94700058724918,0.9621303262144554,0,1,25.59128666833626,85.12194080326306,A96
98,4.275410183585496,79.86063470929966,42.07980346935604,0.4220335570360464,1,1,25.5992983586205,85.12220666250337,A97
99,0.2541912674409519,97.36239383531313,82.6734793645893,0.4237329837680467,0,0,25.586392708654554,85.13311320228797,A98
100,1.0789142699330445,59.64468718406887,64.38609315905826,0.045768878637246546,0,0,25.580690262531892,85.1316477899354,A99
101,0.3142918568673425,95.28860478927632,69.96594848080645,0.8903790846867483,0,1,25.598395044758018,85.12640432937724,A100
102,6.364104112637804,52.67277569915992,76.60153457622285,0.9291213874629298,0,1,25.583824771379696,85.12486156673354,A101
103,3.143559810763267,65.41946064508303,72.75372165005945,0.8131391180141432,1,1,25.59498898760647,85.12001378655981,A102
104,5.085706911647028,64.40726243057641,76.54284354073059,0.1063454715418567,1,1,25.584080193663976,85.12317779216161,A103
105,9.07566473926093,81.31825539404528,78.11408422889289,0.9002236811539391,0,1,25.59657950897028,85.13151027040873,A104
106,2.4929222914887497,56.56124758886452,69.45757652823055,0.02395566339504085,0,0,25.598127650803818,85.13112904815851,A105
107,4.103829230356297,94.11738059198768,58.281891545387836,0.44457432323630874,1,1,25.582107134090872,85.13472848880954,A106
108,7.555511385430487,91.42757042325206,52.157107485817136,0.5006236541013945,1,1,25.58294549091132,85.12065964278949,A107
109,2.2879816549162246,82.60329098426388,85.14516183263936,0.8340021010263389,0,1,25.598505775087556,85.13590222616797,A108
110,0.7697990982879299,72.92069158960989,88.49624223191101,0.750859213453971,0,1,25.595414088082965,85.13163559915841,A109
111,2.8975145291376805,96.64780210710393,57.88313775491044,0.7970968964998858,0,1,25.580777937445042,85.12545789128852,A110
112,1.6122128725400442,91.5373277360278,45.61553645361501,0.8679009495573746,0,1,25.583643989863422,85.1287116694596,A111
113,9.29697652342573,74.96575740406224,51.12686635582156,0.4760709204927257,0,0,25.588241524326136,85.13598749035643,A112
114,8.08120379564417,85.09366772271557,73.53336729935947,0.7802523535171715,0,1,25.597283967108883,85.12971411081557,A113
115,6.334037565104235,78.34649760898424,48.64666849791654,0.06803309440543892,1,1,25.58302115135885,85.13416117184767,A114
116,8.714605901877178,79.39711191941322,79.0061136530494,0.4445464227505388,0,0,25.594482802887285,85.12814886156261,A115
117,8.036720768991145,66.54880347187355,86.15151199373568,0.030132674869641107,0,0,25.581674286727605,85.13092718719203,A116
118,1.8657005888603584,73.10423023124484,88.18257575394236,0.9153150653185941,0,1,25.589343379429252,85.13665657747057,A117
119,8.925589984899778,53.90607153948721,40.466275298744534,0.9584137819529208,0,1,25.594579881243366,85.12993307120614,A118
120,5.393422419156507,67.86743458322962,87.90770824772083,0.08393906028816278,0,0,25.581294268567497,85.13126241475602,A119
121,8.074401551640625,84.7914257681076,77.00972095648089,0.5326266444077605,0,0,25.584084774349282,85.12844330208314,A120
